"Id","info1","info2"
43,"北京-海淀区  |  1年经验  |  大专  |  招2人  |  11-01发布  |  英语熟练","1）精通Python语言，熟悉linux环境下的开发，具有1年以上的后端开发项目经验；2）提供一份自己写过的最好的一段代码；3）熟悉MVC架构， 精通Django开发框架，具有Django框架开发WEB网页的能力；4）了解Python多线程、多进程，熟悉Celery实现异步、定时、周期任务；5）掌握基本的数据库设计能力；6）具备良好的编码习惯及开发文档书写习惯；7）具有优秀的团队合作和沟通协作能力，善于学习，乐于分享，能承受较大工作压力；8）具有运维经验优先；9）学历大专以上；                                    10）英语读写流利；"
44,"北京-朝阳区  |  5-7年经验  |  本科  |  招若干人  |  11-01发布","任职要求：1.本科及以上学历，计算机及相关工科专业，4年以上系统架构设计或软件开发经验；2.熟练掌握Python语言开发，具备C、Go、Shell等其中一种或多种语言开发经验，对前端有基本了解；3.曾独立完成复杂系统架构、设计或编码的经验，对各类设计模式有较深的理解；4.熟悉基于kvm、Docker的云计算生态体系，熟悉Openstack、Kubernetes等开源技术；5.善于思考，能提出高质量的问题，系统性地分析并从根源上解决问题；6.具备较强的团队沟通协作能力以及对新技术的追求精神。加分项：1.有基于Kubernetes的二次开发经验, 参与过Kubernetes开源社区项目开发者优先；2.熟悉Docker网络解决方案者优先；3.理解机器学习、深度学习原理，了解pytorch、tensorflow等深度学习框架者优先；4.了解深度学习算法（CNN/RNN/LSTM/VAE等)；5.有过国内知名IaaS、PaaS厂商工作经验者优先。"
45,"北京-顺义区  |  3-4年经验  |  本科  |  招2人  |  10-23发布","岗位职责：1、开发和维护公司核心产品的存储管理层；2、开发和维护公司核心产品的服务容器调度层；2、开发和维护公司核心产品的服务管理层；4、完成部分开发文档的编写。任职要求：1、本科及以上学历，3年及以上相关工作经验；2、熟悉java或python编程；3、熟悉linux，常用服务环境的部署和维护；4、熟悉docker和k8s优先考虑；5、熟悉docker生态圈优先考虑；6、具有良好的沟通能力和团队合作意识。特别福利：入职后公司可提供两室一厅公寓，不住公寓公司可每月给予1500元交通住房补贴。"
46,"北京-朝阳区  |  3-4年经验  |  本科  |  招2人  |  10-16发布","岗位职责： 1、参与面向前台用户和面向后台管理的综合业务系统的需求分析、技术选型和工作量评估；2、配合前端开发人员完成后端服务的开发和前端Web应用的对接；3、服从项目的目标和任务安排，配合团队完成开发任务指标；4、后端服务代码的日常维护；5、不断优化代码，应用前沿技术，不断提高后端服务性能； 任职资格： 1、大学本科以上学历，计算机等相关专业；2、3年以上Python服务端开发经验，熟悉Linux环境下的开发；3、熟悉MVC架构，精通Flask、Tornado、Django等至少一个开发框架；4、参与或主导过CRM、ERP等后台管理系统开发者优先；5、具备良好的编码习惯及开发文档书写习惯；6、具有优秀的团队合作和沟通协作能力，善于学习，乐于分享，能承受较大工作压力。"
47,"北京-海淀区  |  无工作经验  |  招1人  |  10-09发布","统招本科学信网可查python开发精通，基础扎实熟悉 Django 2年工作经验以上主要基本功扎实"
48,"北京-海淀区  |  8-9年经验  |  本科  |  招5人  |  09-29发布","职责描述：为了支持Oracle甲骨文云业务的快速发展，我们现在正在北京寻找精通Java/J2EE/Python/Go开发的云产品解决方案架构师（售前），组建专业的咨询团队，负责售前与解决方案提供（技术交流，方案设计，概念验证，演示等）任职要求：以下3种方向均可------------------n 具备大型系统架构或系统设计和开发经验；有任职互联网公司担任架构师的经验优先，n 熟悉分布式和高并发应用的设计；------------------n 熟悉大二层网络、SDN、虚拟化kvm/xenn 熟悉大数据平台的整体架构（离线/实时），熟悉常用的大数据开源组件（如Hadoop/Spark/Hive/Hbase/Kafka等），有实际大数据分析处理项目经验------------------n 熟悉Python或是Go语言；n 熟悉J2EE\SOA\消息中间件等相关技术及相关开源中间件，或是Container 与 K8S经验；n 精通J2EE服务开发，具备微服务开发经验------------------熟悉一种云平台AWS,Azure,Ali优先"
49,"北京-海淀区  |  3-4年经验  |  本科  |  招2人  |  09-20发布  |  英语精通",""
50,"北京-东城区  |  5-7年经验  |  大专  |  招1人  |  11-01发布","负责Openstack相关开源技术的日常监控维护、变更、巡检、安装部署、配置管理、应急处理等工作。负责大数据开源技术hadoop、spark、kafka、ELK、mysql、mongodb等的运维监控、数据管理、性能优化和日常维护工作。        负责容器平台Docker、K8S等的运行监控、故障处理、性能调优及日常维护等工作。任职要求：*1.全日制大学本科以上学历；*2.应具有6年以上IT相关工作经历；具有良好的沟通协调能力，吃苦耐劳，服务态度好，责任心强，随时根据需要进行加班工作。*3.熟练掌握开源技术组件和大数据技术组件的相关技术，具备较强的分析和处理能力；            4.熟练掌握各类脚本语言，包括python、javascript、Groovy、Shell、VBS、Bat、PowerShell等。"
51,"北京-海淀区  |  无工作经验  |  招2人  |  11-01发布","1.负责sogou业务的应用层运维，包括网页搜索，垂直搜索、输入法，浏览器，导航等；  2.为上述业务部门提供代码上线、服务架构部署等服务；   3.保障所负责业务的稳定性，及时处理各业务的故障，并推动业务部门改进系统架构；   4.参与运维自动化平台的维护开发，提高自身和团队工作效率，节省人力成本，帮助实现自身和团队的工作目标；    【核心技能】  基础能力：  1. 对计算机知识了解广泛，对计算机体系结构方向了解较深入；  2. linux命令和操作熟练，具备基本的linux系统知识；  3. 具备熟练的阅读编写Linux/Unix 平台及shell 脚本的能力；   高级能力：  1. 对业界各种开源类平台项目熟悉；独立搭建过Nagios/Cacti/Zabbix优先考虑  2. 有互联网产品开发经验, 熟悉产品开发流程；   3. 有一定的编程功底, 熟悉(python&php&go)语言其中至少1种，有实际工作经验；     【人员素质考察】  1. 良好的沟通能力  2. 持续关注业界最新发展  3. 对操作规范化和自动化有一定见解 筛选思路是：        "
52,"北京-朝阳区  |  5-7年经验  |  本科  |  招1人  |  11-01发布","岗位职责：1、负责依据项目合同、投标书内容和要求完成项目需求调研、分析、原型制作工作，编写需求说明书； 2、负责组织项目组需求评审，负责和客户/用户/签字确认需求说明书； 3、负责项目计划管理、进度管理，包括编制整体计划、组织评审、进度监控和控制、汇报、进度变更； 4、负责项目的成本管理，包括成本预算的编制、组织评审、成本监控和控制、汇报、成本变更； 5、负责项目的质量管理，遵循公司组织过程定义的要求，过程和成果规范、按时提交； 6、负责项目范围的控制，严格控制项目需求，负责项目的需求变更的记录、分析、组织实施； 7、负责项目的上线、交付、验收。任职要求：1、计算机、软件工程及相关专业本科及以上学历，具有扎实的计算机理论知识； 2、具备3年以上java开发项目经验； 3、能够良好把控项目进度，具备良好的跨部门沟通协调能力； 4、良好的自学能力、严密的逻辑思维能力和较强的团队合作意识； 5、至少精通1种以上的开发语言（Java/Python等），1种以上数据库（Oracle/MySQL/DB2等），熟悉WEB开发和APP开发，有相应的开发经验，具有使用UML进行设计的能力。 6、有较强的设计能力，熟悉一种或多种应用开发框架，熟悉设计模式，熟悉常用算法等；7、具备优秀的开发项目团队管理能力，善于激励、培养和引导团队。"
53,"北京-海淀区  |  3-4年经验  |  本科  |  招1人  |  11-01发布  |  英语一般  |  软件工程","1、有扎实的数据结构和算法功底。2、熟悉linux开发环境，熟悉python等。3、负责公司业务系统和基础服务研发工作。4、负责基于python的web快速开发、相关优化以及产品部署。5、搭建系统开发环境，完成系统框架和代码的实现，负责解决开发过程中的技术问题。6、负责基于python的相关产品规划、需求、设计、开发、测试等研发工作。7、研究并跟踪IT前沿技术。8、带领技术团队完成公司布置的技术任务。任职要求：1、精通Python应用开发，有5年以上后台开发经验；2、精通Python Web框架（Django/Tornado/Flask);3、精通Mysql、Redis、Mongo等常用数据库，具有数据库开发和设计能力；4、熟悉Linux操作系统及shell编程；5、熟悉BootStrap，熟练使用HTML，CSS，JavaScript等基本前端技术；6、了解异步框架、集群与负载均衡、消息中间件、容灾备份等技术；7、有全栈开发经验或大型在线服务开发经验优先。8、具备专业的技术知识与能力，熟悉技术相关知识；9、具备良好的技术开发钻研能力;                                                                                "
